ID;codigo;tecnologia;modelo;fabricante;partNumber
5478;22001005;;;;S30861D2021
5479;10001502;;FONTE;;468664A103
5480;10001509;;;;BMGB909085
5481;10001510;;;;BMG980341
5482;10001519;;;;SR300A
5483;10001520;;RETIFICADOR;;COM10
5484;10001521;;RETIFICADOR;;RETIFICADOR INDEL
5485;10001523;;RETIFICADOR;;L37919F27A67
5486;10001535;;RETIFICADOR;;E51454923
5487;10001635;;GABINETE;;XLI1220EL2
5488;10001702;;RETIFICADOR;;90020658
5489;22001010;;;;BMGB353
5490;10001736;;;;MP5000
5491;10001741;;;;C48/24-1000
5492;10001764;;;;SUB-RACK CONV QDCC
5493;10001768;;;;400841FBP73MSS
5494;10001770;;;;MP4000-06161602I
5495;10001781;;;;PPIM3TF
5496;10001811;;RETIFICADOR;;BMLB901137
5497;10002263;;RETIFICADOR;;APR48 240V 12A
5498;10002283;;FONTE;;E62132701/A
5499;10002288;;RETIFICADOR;;150-1279-02
5500;10002289;;;;E56151702
5501;10002292;;;;PHB24S800-0048/01
5502;10002294;;;;101006300
5503;10002298;;;;0003303SG
5504;10002308;;;;BMSB 211024/1R1A
5505;10002329;;RETIFICADOR;;CS7000001
5506;10002330;;;;SS5000
5507;90000074;;;;SA2000
5508;10002338;;PLACA;;94000118
5509;90000077;;;;4562/31
5510;90000078;;;;HST3000-ETH-P1
5511;90000079;;;;JD725
5512;90000080;;;;2302/03
5513;90000081;;FONTE;;2303/11
5514;10002342;;RETIFICADOR;;241114600
5515;10004921;;RETIFICADOR;;E51454903/2
5516;10004922;;;;E53104916
5517;10004932;;;;TH1000
5518;90000082;;;;V/099014140
5519;10005552;;;;RIM-0066MCHD
5520;22001044;;;;E63452131
5521;90000085;;;;OLP35
5522;90000086;;;;OLP38
5523;90000089;;;;EMR-300
5524;90000090;;;;CSC-E1-P1
5525;90000091;;;;JD723AB003
5526;90000092;;;;EM2000T
5527;90000093;;;;MTS5801P-STM16
5528;90000094;;;;J6801B
5529;10005583;;GABINETE;;E62752116
5530;10005594;;FONTE;;APK:NN-PS-DC-S
5531;10005709;;;;12MF105 PP-04
5532;10005711;;;;12MF170-04
5533;10005723;;;;12MF100
5534;10005724;;RETIFICADOR;;241119903
5535;10005726;;RETIFICADOR;;DPR4000B
5536;10005729;;PLACA;;CONTKONDAR
5537;10005732;;RETIFICADOR;;90010680
5538;10005742;;RETIFICADOR;;R48-3200E
5539;10005758;;RETIFICADOR;;241119903
5540;10005770;;FONTE;;E63451704/10
5541;10005787;;FONTE;;A9K-2KW-DC=
5542;10005788;;FONTE;;ASR1004-PWR-AC=
5543;10005789;;FONTE;;CRS-PM-DC=
5544;90000096;;;;HP8563E
5545;90000097;;;;225603
5546;90000104;;;;973A
5547;10005860;;;;SR1B2422035
5548;90000107;;;;ANT-5
5549;90000109;;;;OLS35
5550;90000118;;;;OLP6
5551;90000120;;;;TSW200 E1
5552;90000121;;;;DA-3200
5553;90000126;;;;GC7106A
5554;10006002;;;;TCI-850AL
5555;10006003;;;;TCI-851AL
5556;90000128;;PLACA;;03030MDD
5557;10006008;;FONTE;;BML901340/1
5558;90000131;;;;MTS5812P-STM64-10GE-DP
5559;90000132;;;;JD746AB01
5560;90000134;;;;MTS5802-GIGE-DP
5561;90000135;;;;CTBUX600PGKITFGM
5562;10006048;;;;29ECJ41550AAA
5563;90000136;;;;8DG17382ABXX
5564;10006059;;;;WS-CAC-6000W
5565;10006060;;;ELTEK;242100110
5566;10006092;;RETIFICADOR;;ESR-48/56 F-S
5567;10006093;;;;KFB1748SHT-9M84
5568;10006094;;PLACA;;TPS1020021A-PML-M
5569;10007651;;RETIFICADOR;;MP48/5-R2
5570;10007676;;;;241550100
5571;10007724;;PLACA;;300139606
5572;10007728;;;;C112550.02
5573;10007773;;RETIFICADOR;;241119903
5574;50000246;;FONTE;;C112155
5575;10007776;;;;2315639
5576;10007780;;;;472508A
5577;10007782;;RETIFICADOR;;10033637
5578;90000144;;;;JD723AB003
5579;10007790;;;HUAWEI;WD2MUPEUC
5580;10007794;;RETIFICADOR;;ESR-48/56C F-S
5581;10007797;;RETIFICADOR;;241117130
5582;10007827;;;;WD2E5DCDU12B
5583;10007828;;;;KRY121631
5584;10007848;;RETIFICADOR;;R48-3500E
5585;10007852;;RETIFICADOR;HUAWEI;02310FFA
5586;10008246;;;;BMPB903080/114
5587;10008259;;;;11100160
5588;10008261;;RETIFICADOR;;241114601
5589;10008263;;RETIFICADOR;;241114600
5590;10008264;;;;467866A211
5591;10008269;;;;3HE05838AA
5592;10008270;;;;3HE05838AA
5593;10008284;;RETIFICADOR;;241115250
5594;10008285;;;;242100113
5595;10008286;;;;241114503
5596;80001545;;PLACA;;RSP720-3C-GE
5597;22020406;;CONECTOR;;NTM2013093/1
5598;22020473;;;;KRF102208/2
5599;22020476;;;;NCD90126/12
5600;22020489;;CONECTOR;;RPM5132058/03000
5601;22020533;;;;NCD90126/11
5602;22020534;;;;NCD90126/13
5603;22020558;;VENTILAÇÃO;;BFD50908/3
5604;22020559;;;;BFD51603/1
5605;22020734;;;;0171364N06D1
5606;22020737;;;;470239A
5607;22020738;;;;470149A
5608;22020749;;VENTILAÇÃO;;3AL89561AB
5609;22020784;;;;1AB187280033
5610;22020789;;;;3AL79088AC
5611;22020790;;;;1AB196370006
5612;22020841;;CABO;;3HE03400AA
5613;22020949;;;;SXK1115184/1
5614;22020951;;;;SXK111608/1
5615;22020952;;;;SXK111609/1
5616;22020972;;;;NTM101728/1
5617;22020973;;;;ROJR211005/1
5618;22020975;;;;BGK34256/1
5619;22020978;;;;SEA91024/1
5620;22020979;;FILTRO;;NTM101727/1
5621;22021017;;FONTE;;BMYB101800/4
5622;22021040;;;;BKV301483/1
5623;22021046;;UNIDADE DE CONTROLE;;BKV106020/1
5624;22021047;;UNIDADE DE CONTROLE;;BKV106028/1
5625;22021048;;;;BMF90459/1
5626;22021061;;;;KRY11246/2
5627;22001977;;;;2236787
5628;22021140;;FILTRO;;WR-C05664A-ASG
5629;22021141;;;;WR-C05680A-ASG
5630;22002134;;;;FLEXTWT
5631;22002294;;FILTRO;;470138A
5632;22021262;;PLACA;;CPC000421
5633;22021265;;CONECTOR;;XFP-10GLR-OC192SR=
5634;22021266;;CONECTOR;;XFP-10GLR-OC192SR
5635;22021573;;CABO;;471408A
5636;22021657;;;;UC4010-1
5637;22021777;;CABO;;470309A
5638;22021780;;CABO;;470310A
5639;22021781;;CABO;;471371A
5640;22021923;;;;10033637
5641;22022004;;;;ENL-PATCH PANEL CAT 6
5642;22022088;;VENTILAÇÃO;;S30861-U2463-X
5643;22022101;;;;470149A
5644;22003318;;;;468094A.102
5645;22003328;;;;469111A.102
5646;22003335;;;;CS8061255.44
5647;22003343;;;;KRY1011587/1
5648;22003434;;CONECTOR;;L4PNF
5649;22003459;;;;471396A
5650;22003462;;;;471628A
5651;22003483;;CONECTOR;;L7PNF
5652;22003542;;FONTE;;300-1799-03
5653;22003548;;ROTEADOR;;FAN-MOD-6SHS=
5654;22003549;;VENTILAÇÃO;;FAN-MOD-9SHS=
5655;22003551;;;;SFP-GE-T
5656;22003552;;;;SFP-GE-Z=
5657;22003553;;CONECTOR;;SFP-GE-L=
5658;22003554;;;;XFP-10GER-192IR+=
5659;22003555;;CONECTOR;;XFP-10GLR-OC192SR=
5660;22003556;;;;XFP-10GZR-OC192LR=
5661;22003561;;;;SDK107881/3
5662;22003663;;CABO;;470265A
5663;22003664;;CABO;;471272A
5664;22003665;;FILTRO;;470146A
5665;22003706;;PLACA;;470247A101
5666;22003771;;;;NTM2021048/01
5667;22003818;;CONECTOR;;SFP-GE-L
5668;22003825;;CONECTOR;;SFP-GE-T
5669;22003844;;PLACA;;MEM-MSFC3-1GB=
5670;22003845;;PLACA;;MEM-SUP720-SP-1GB=
5671;22004001;;;;ADCB-DFDM-DB
5672;22004237;;;;469442A.102
5673;22004246;;CONECTOR;;469441A.102
5674;22004384;;FILTRO;;KRF102272/2
5675;22004405;;;;KRC115032/2
5676;22004443;;;;FKCN5551D-T
5677;22004444;;RADIO;;FDM5559C-T
5678;22004445;;;;FWP5705A-T
5679;22004446;;RADIO;;FNCS5684A-T
5680;22004458;;;;RB900000001H200
5681;22004461;;VENTILAÇÃO;;BGM1361002/1
5682;22004462;;VENTILAÇÃO;;BKV301216/126
5683;22004472;;CABO;;CAB-SS-V35MT
5684;22004503;;PLACA;;CPC000331
5685;22004504;;RETIFICADOR;;CCE220051
5686;22004531;;;;471492A
5687;22004532;;GABINETE;;469764A
5688;22004533;;RADIO;;469763A
5689;22004534;;FILTRO;;469166A
5690;22004537;;;;467866A
5691;22004540;;;;467611A108
5692;22004541;;PLACA;;467612A
5693;22004542;;;;468532A....109
5694;22004543;;;;468533A
5695;22004544;;;;MULTICOUPLER 900
5696;22004546;;;;CS7299412
5697;22004547;;;;CS7299413
5698;22004548;;;;L50026-A1800-C17
5699;22004555;;GABINETE;;470142A
5700;22004557;;;;470248A
5701;22004568;;;;470246A102
5702;22004570;;;;471493A
5703;22004573;;GABINETE;;470315A
5704;22004574;;GABINETE;;470316A
5705;22004585;;;;471397A
5706;22004591;;PLACA;;7.89846E+12
5707;22004595;;;;469978A.101
5708;22004608;;;;C109979
5709;22004611;;;;C110568
5710;22004614;;RADIO;;CS7299220
5711;22004616;;;;BFD 508 020/1
5712;22004631;;;;H1313 MD-UNIT
5713;22004633;;;;H1325 2MB-INTF-M
5714;22004634;;;;H1327 2MB-INTF-S
5715;22004706;;;;3051569
5716;22004725;;PLACA;;360600
5717;22004775;;;;S30861Q2207X
5718;22004776;;;;470328A
5719;22004777;;;;470327A
5720;22004781;;;;S30861Q2206XB
5721;22004786;;RADIO;;470330A
5722;22004791;;;;470067A
5723;22004812;;FONTE;;WRL-C06064A-ASG
5724;22004816;;;;3HK10152AAXX
5725;22004834;;;;BFD508020/1
5726;22004835;;;;BFD50908/6
5727;22004843;;;;1/BFL901009/1
5728;22004845;;;;BMG98033/22
5729;22004848;;;ERICSSON;BFB14012/1
5730;22004850;;;ERICSSON;KDU137557/4
5731;22004851;;;;RDH10250/3
5732;22004853;;PLACA;;ROJ1192104/4
5733;22004857;;ROTEADOR;;ROJ208504/1
5734;22004906;;;;FAZZ6233A
5735;22004907;;RADIO;;FLDM5554A-T
5736;22004908;;RADIO;;FLDY5623A-T
5737;22004913;;RADIO;;FNCS5684A-T
5738;22004916;;RADIO;;FNZ5695B-T
5739;22004918;;;;FN5688A-T
5740;22004919;;;;FKN5674A-T
5741;22004921;;;;FNF5660A-T
5742;22004925;;FILTRO;;EVOP-FLTR-BP
5743;22004954;;;;990-58545-04
5744;22004957;;;;DM704CE
5745;22004989;;VENTILAÇÃO;NOKIA;3DB18134BBXX
5746;22004990;;PLACA;;3DB18326ACXX
5747;22005085;;FONTE;;03020DHK
5748;22005086;;;;3026728
5749;22005087;;;;3026740
5750;22005089;;FONTE;;3028193
5751;22005094;;PLACA;;3037064
5752;22005095;;PLACA;;3037098
5753;22005096;;PLACA;;3037391
5754;22005098;;PLACA;;03030GYT
5755;22005099;;PLACA;;03030JUH
5756;22005101;;PLACA;;03030KQL
5757;22005102;;PLACA;;3026727
5758;22005106;;PLACA;;03020SUL
5759;22005129;;PLACA;;3026741
5760;22005130;;PLACA;;3026756
5761;22005131;;PLACA;;3026811
5762;22005134;;PLACA;;03030CEP
5763;22005135;;;;3050984
5764;22005136;;PLACA;;3036618
5765;22005137;;PLACA;;03020JTN
5766;22005138;;PLACA;;03030JUD
5767;22005144;;PLACA;;3HE01171AA
5768;22005145;;;;3HE01473AA
5769;22005169;;PLACA;;ROJ1192331/1
5770;22005174;;PLACA;;ROJ208880/3
5771;22005177;;PLACA;;ROJ1192106/64
5772;22005182;;;;C110598.B3A
5773;22005183;;FONTE;;C08953
5774;22005184;;FONTE;;C111178
5775;22005185;;FONTE;;C111179.B2A
5776;22005212;;FONTE;;C111180
5777;22005227;;;;1AB196370008
5778;22005256;;FILTRO;;3DB01806AA**
5779;22005283;;;;3AL78836AA
5780;22005284;;;;3AL78848BA
5781;22005285;;PLACA;;3AL78830AD
5782;22005287;;PLACA;;3AL78817AA
5783;22005288;;;;3AL78836AB
5784;22005289;;PLACA;;3AL37558AB
5785;22005290;;PLACA;;3AL98023AA
5786;22005291;;;;3AL91790AB
5787;22005293;;GABINETE;;3AL98038AD
5788;22005358;;VENTILAÇÃO;;BKV301216/96
5789;22005359;;;;BKV301216/94
5790;22005388;;PLACA;;9BPD104362
5791;22005412;;FILTRO;;NTM1010653/2
5792;22005413;;PLACA;;ROJR208002/3
5793;22005414;;PLACA;;ROJR211007/1
5794;22005448;;PLACA;;ROJR219014/1
5795;22005451;;VENTILAÇÃO;;BKV106032/2
5796;22005491;;PLACA;;3052113
5797;22005502;;PLACA;;472285A
5798;22005531;;RADIO;;H2940
5799;22005532;;RADIO;;H2980A
5800;22005543;;PLACA;;WSX3500XL
5801;22005548;;RADIO;;H2990C
5802;22005592;;;;BMG907031/1
5803;22005650;;;;IP10-TCARD-16E1
5804;22005716;;PLACA;;3DB02151AA
5805;22005717;;RADIO;;3DB02162AA
5806;22005721;;PLACA;;3HE04164AA
5807;22005722;;GABINETE;;3HE04709AA
5808;22005724;;;;3HE00027AA
5809;22005725;;;;3HE00028CA
5810;22005726;;;;3HE00062AA
5811;22005727;;;;3HE00867CA
5812;22005728;;;;3HE00029CA
5813;22005729;;;;3HE00564CA
5814;22005730;;;;3HE00876CA
5815;22005732;;;;3HE01545CA
5816;22005733;;;;3HE00035AA
5817;22005906;;PLACA;;03020RBJ
5818;22005930;;PLACA;;03020UGG
5819;22006140;;PLACA;;NWA-014520-004
5820;22006141;;PLACA;;NWA-014550-001
5821;22006142;;PLACA;;NWA-014570-001
5822;22006143;;PLACA;;NWA-014560-001
5823;22006144;;PLACA;;NWA-014800-001
5824;22006200;;;;4000302FBRPARZ
5825;22006636;;;;471424A
5826;22006748;;PLACA;;472233A
5827;22006749;;PLACA;;472234A
5828;22006890;;RETIFICADOR;;E51454927
5829;22007228;;;;WRL-C06066A-ASG
5830;22008746;;PLACA;;634-001/02
5831;22008747;;;;KRF102299/2
5832;22008801;;;;AIR-CAP3502I-T-K9
5833;22008852;;;;C110576
5834;22008858;;;;C111008
5835;22008952;;VENTILAÇÃO;;ROJR219011/1
5836;22008954;;;;WRL-C06187A-ASG
5837;22008956;;FILTRO;;BFL119143/1
5838;22008958;;PLACA;;ROJ1192163/1
5839;22008959;;RETIFICADOR;;BML353206/2
5840;22009012;;PLACA;;ROJ1192106/75
5841;22009105;;PLACA;;S30861-U2506-X
5842;22009108;;CONECTOR;;XFP10GLR-192SR-L=
5843;22009124;;PLACA;;ROJR211006/1
5844;22009139;;;;S30861-U2501-X
5845;22009140;;;;S30861-U2502-X
5846;22009180;;;;S30861-D2151-X
5847;22009184;;PLACA;;S42024-L5405-A1
5848;22009221;;CONECTOR;;GLC-LX-SM-RGD=
5849;22009228;;CABO;;CAB-SS-V35FC=
5850;22009269;;;;S30861-Q2189-X
5851;22009287;;;;3HE04993AA
5852;22009288;;;;3HE04994AA
5853;22009289;;PLACA;NOKIA;3HE02781AA
5854;22009297;;PLACA;;ROJ208306/1
5855;22009298;;PLACA;;ROJ208304/1
5856;22009300;;PLACA;;ROJ20443/2
5857;22009302;;PLACA;;ROJ208436/1
5858;22009306;;PLACA;;ROJ208440/1
5859;22009310;;PLACA;;ROJ208312/1
5860;22009314;;PLACA;;ROJ20416/6
5861;22009332;;PLACA;;ROJ208351/1
5862;22009333;;PLACA;;BFX90102/4
5863;22009335;;;;ROA2195816/1
5864;22009336;;PLACA;;ROJ208754/1
5865;22009337;;;;BMG98006/1
5866;22009339;;PLACA;;KRY1011856/1
5867;22009341;;AMPLIFICADOR;;KRY11281/2
5868;22009359;;FILTRO;;KRC11817/1
5869;22009361;;;;BGM1361001/2
5870;22009362;;;;ROA2195817/1
5871;22009366;;;;KRY1011884/1
5872;22009368;;;;KRY11287/3
5873;22009369;;;;KRY11288/2
5874;22009370;;;;KRC115032/1
5875;22009382;;PLACA;;SXK1079163/1
5876;22009387;;VENTILAÇÃO;;1/BPD10435/1
5877;22009389;;VENTILAÇÃO;;BFD50908/4
5878;22009391;;;;KRY12163/1
5879;22009397;;;;KRYB12163/2
5880;22009401;;PLACA;;ROJ1192106/53
5881;22009402;;PLACA;;ROJ1192109/3
5882;22009413;;;;KRYB101089
5883;22009419;;;;BMG98013/1
5884;22009430;;;;BMG98037/1
5885;22009437;;;;BMG907027/1
5886;22009444;;VENTILAÇÃO;;INF 901 4620/75
5887;22009450;;;;NTM20399/1
5888;22009482;;;;UPA 101 32/1
5889;22009619;;;;1.3E+11
5890;22009620;;;;1.3E+11
5891;22009621;;;;33030100125
5892;22009622;;VENTILAÇÃO;;1.3E+11
5893;22009623;;;;1.29123E+11
5894;22009630;;;;468530A.109
5895;22009654;;CABO;;CP-PWR-CORD-NA=
5896;22009753;;PLACA;;C103140.B1B
5897;22009873;;;;46701029
5898;22009983;;UNIDADE DE CONTROLE;;BGM1361006/1
5899;22009984;;;;BKV301216/130
5900;22009985;;;;BKV301216/154
5901;22009987;;;;BPD104105/1
5902;22009988;;;;BMG980336/2
5903;22009989;;;;BMG980342/1
5904;22009990;;FILTRO;;KFE1011157/2
5905;22009991;;FILTRO;;KFE1011162/1
5906;22009992;;;;BMG980337/1
5907;22009993;;FONTE;;BMG980340/1
5908;22010155;;;;472063A
5909;22010169;;;;NWA-014810-001
5910;22010170;;;;NWA-014830-002
5911;22010171;;;;NWA-014820-001
5912;22010198;;FILTRO;;BKZB10011/1
5913;22010199;;;;BKVB12016/1
5914;22010286;;;;471711A
5915;22010290;;;;3DB24191AA**
5916;22010376;;;;BFD538002/1
5917;22010384;;;;472508A
5918;22010476;;;;27030100
5919;22010552;;CONECTOR;;GLC-LH-SMD=
5920;22010561;;CONECTOR;;GLC-ZX-SM-RGD=
5921;22010562;;VENTILAÇÃO;;A903-FAN
5922;22010565;;CONECTOR;;GLC-LH-SMD
5923;22010568;;CONECTOR;;ONS-SI-155-I1=
5924;22010571;;PLACA;;CABLE-16T1E1=
5925;22010579;;;;M-ASR1K-1001-8GB
5926;22010628;;VENTILAÇÃO;;ASR-9010-FAN
5927;22010631;;;;M-ASR1K-1001-16GB
5928;22010632;;CONECTOR;;SFP-10G-LR=
5929;22010633;;CONECTOR;;SFP-OC3-IR1=
5930;22010634;;VENTILAÇÃO;;ASR-9010-FAN=
5931;22010635;;VENTILAÇÃO;;CRS-8-LCC-FAN-TR=
5932;22011020;;VENTILAÇÃO;;S30861-U728-X
5933;22011021;;VENTILAÇÃO;;S30861-U727-X
5934;22011059;;FILTRO;;KRF102301/2
5935;22011060;;FILTRO;;KRF901084/2
5936;22011062;;;;S42024-L5165-A3
5937;22011182;;;;KRY1011841/5
5938;22011219;;;HUAWEI;KRF201483/2
5939;22011220;;;;KRF201483/1
5940;22011249;;;;14130623
5941;22011368;;CABO;;472823A
5942;22011384;;PLACA;;3DB18126AEXX
5943;22011389;;PLACA;;WS-X6708-10G-3C=
5944;22011390;;CONECTOR;;X2-10GB-LR=
5945;22011909;;;;472894A
5946;22011914;;;;BFD599031/2
5947;22011992;;;NOKIA;3CC50129AAXX
5948;22011997;;;;3CC50173AAXX
5949;22012004;;CABO;;3CC52182AAXX
5950;22012008;;;;3DB10137AAXX
5951;22012266;;CABO;;3HE05837BA
5952;22012278;;FONTE;;100-00397
5953;22012399;;;;BKV301216/166
5954;22012400;;;ERICSSON;BMG980387/1
5955;22012401;;;;BMG980390/1
5956;22012474;;;;FUBU6663A-T
5957;22012481;;;;FKCN5551D-T
5958;22012501;;;;NWA-060926-003
5959;22012502;;;;NWA-055293-001
5960;22012505;;;;NWA-055303
5961;22012507;;;;NWA-061137
5962;22012508;;;;NWA-055289-001
5963;22012530;;;;BKV301216/130
5964;22012534;;;;ZHY60117/1
5965;22012917;;;;BFD538002/1
5966;22012921;;RETIFICADOR;;BML161174/1
5967;22013209;;;;470149A.206
5968;22013213;;CABO;;471408A.102
5969;22013214;;;;471711A.103
5970;22013250;;;;RDH90120/D0210
5971;22013281;;CONECTOR;;3HE04823AA
5972;22013282;;CONECTOR;;3HE05036AA
5973;22013283;;CONECTOR;;3HE05894AA
5974;22013352;;;;KRYB12161/001
5975;22013409;;;;473246A
5976;22013413;;CONECTOR;;3HE06562AA
5977;22013415;;CONECTOR;;3HE00062CB
5978;22013416;;CONECTOR;;3HE00035CA
5979;22013440;;PLACA;;472233A
5980;22013442;;PLACA;;471720A
5981;22013445;;;;471424A
5982;22013473;;CABO;;469792A
5983;22013531;;PLACA;;BOE60214/1
5984;22013532;;PLACA;;ROJR211006/1
5985;22013582;;AMPLIFICADOR;;KRY112501/2
5986;22013608;;;;082794A
5987;22013614;;;;CFP-100G-ER4=
5988;22013615;;;;CFP-100G-LR4=
5989;22013618;;CABO;;15454-M6-DCCBL2-R=
5990;22013620;;CABO;;15454-M-USBCBL=
5991;22013688;;CONECTOR;;3HE01389CA
5992;22013689;;CONECTOR;;3HE05761CA
5993;22013750;;FILTRO;;KRF102175/2
5994;22013821;;;;BFB14017/1
5995;22013863;;;;3CC50167AAAA
5996;22013865;;;;3DB80477AB
5997;22013891;;;;KRY112442/4
5998;22013904;;CONECTOR;;XFP-10GZR-OC192LR=
5999;22013907;;CONECTOR;;XFP-10GLR-OC192SR=
6000;22013908;;;;SFP-10G-ER=
6001;22013909;;;;SFP-10G-LR=
6002;22013910;;;;SFP-10G-ZR=
6003;22013911;;CONECTOR;;ONS-SI-155-I1=
6004;22013912;;CONECTOR;;ONS-SC-155-EL=
6005;22013913;;CONECTOR;;SFP-GE-T=
6006;22013914;;CONECTOR;;GLC-LH-SMD=
6007;22013915;;CONECTOR;;GLC-ZX-SMD=
6008;22013918;;CONECTOR;;XFP-10GER-192IR+=
6009;22013921;;CONECTOR;;GLC-LH-SMD
6010;22014155;;PLACA;;472285A
6011;22014159;;PLACA;;472285A.102
6012;22014320;;;;RDH10250/3
6013;22014541;;;;KRFB102240/12
6014;22014549;;VENTILAÇÃO;;A907-FAN-E
6015;22014550;;FILTRO;;A907-FAN-F
6016;22014551;;FONTE;;A900-PWR1200-D
6017;22014658;;;;S30861Q498X0501
6018;22014705;;PLACA;;ROJ208437/1
6019;22014706;;PLACA;;ROJ20416/7
6020;22014766;;PLACA;;N2XX-ABPCI01-M3=
6021;24000720;;;;ROJR2110051
6022;24000019;;CABO;;S32010U0404
6023;24000024;;PLACA;;ROF19743231
6024;24000025;;;ERICSSON;BGM13610013
6025;24000029;;;;BMPB903050100
6026;24000034;;VENTILAÇÃO;;BKV106032/2
6027;24000044;;PLACA;;RSP720-3C-GE=
6028;24000049;;VENTILAÇÃO;;3BK07205AAAA
6029;24000051;;VENTILAÇÃO;;3AL79772AAAC
6030;24000052;;VENTILAÇÃO;;3AL89561ABAC
6031;24000053;;PLACA;;3HE04274AAAA01
6032;24000055;;;;467866A
6033;24000056;;;;467834A....104
6034;24000057;;;;470328A
6035;24000058;;;;242072608
6036;24000059;;PLACA;;WS-SUP720-3B=
6037;24000061;;;;MSR936
6038;24000062;;;;SD-110180-001
6039;24000066;;;;52450001
6040;24000067;;RETIFICADOR;;241114600
6041;24000068;;FONTE;;SD-900535
6042;24000069;;PLACA;;ROJ1192106/64
6043;24000070;;PLACA;;ROJ1192104/4
6044;24000072;;PLACA;ERICSSON;ROJ1192345/1
6045;24000073;;ROTEADOR;ERICSSON;ROJ208504/1
6046;24000074;;PLACA;;ROJ1192294/2
6047;24000075;;PLACA;;ROJ1192331/1
6048;24000077;;PLACA;NOKIA;C111195
6049;24000081;;VENTILAÇÃO;;S30861-U2463-X-03
6050;24000721;;PLACA;;GLC-SX-MM=#
6051;24000087;;;;FG11A3A
6052;24000088;;;;FKCN5551D-T
6053;24000089;;RADIO;;FDM5559C-T
6054;24000090;;;;FWP5705A-T
6055;24000093;;PLACA;;083833A
6056;24000095;;;;FKCN5551B-T
6057;24000096;;RADIO;;FDM5559B-T
6058;24000099;;;;470327A
6059;24000100;;;;CS7299413
6060;24000102;;;;471493A
6061;24000105;;VENTILAÇÃO;;S30861-U2240-X-C1
6062;24000106;;PLACA;;S30861-Q4088-X-06/01
6063;24000107;;;;470246A102
6064;24000108;;;;FN5688A-T
6065;24000109;;RADIO;;FLDM5554A-T
6066;24000110;;PLACA;;470247A101
6067;24000122;;RETIFICADOR;;R24-2200
6068;24000123;;PLACA;;ROJ1192163/1
6069;24000124;;PLACA;;ROJ1192291/1
6070;24000722;;VENTILAÇÃO;;BFD50908/3
6071;24000126;;PLACA;;21110191001
6072;24000128;;PLACA;;ROJR208002/3
6073;24000129;;PLACA;;ROJR211007/1
6074;24000131;;PLACA;ERICSSON;ROJR219014/1
6075;24000134;;VENTILAÇÃO;ERICSSON;ROJR219011/1
6076;24000135;;PLACA;ERICSSON;ROJR211006/1
6077;24000139;;PLACA;;084208A
6078;24000724;;;;3HE02778AA
6079;24000146;;VENTILAÇÃO;;3DB23004AAAA01
6080;24000152;;PLACA;;03030KQM
6081;24000155;;PLACA;;ROJR208011/1
6082;24000160;;UNIDADE DE CONTROLE;;BKV106028/1
6083;24000163;;PLACA;;ROJ20443/2
6084;24000164;;PLACA;;BMG98006/1
6085;24000166;;PLACA;;KRY1011856/1
6086;24000168;;;;KRY11288/2
6087;24000169;;;;ROA2195313/1
6088;24000170;;PLACA;NOKIA;3DB18326ACXX
6089;24000175;;;;3DB02158AA**
6090;24000176;;PLACA;;3DB02151AA
6091;24000177;;RADIO;;3DB02162AA
6092;24000179;;;;FNF5660A-T
6093;24000180;;;;C110791
6094;24000183;;RETIFICADOR;;CCE220051
6095;24000186;;RETIFICADOR;;241114601
6096;24000187;;RADIO;;470330A
6097;24000188;;;;470067A
6098;24000189;;;ERICSSON;BMG98013/1
6099;24000190;;;;JS10B/M2B
6100;24000194;;RADIO;;FNCS5684A-T
6101;24000195;;FILTRO;ERICSSON;KRC11817/1
6102;24000728;;PLACA;;S30861-B2093-X-05/01
6103;24000197;;RADIO;;KRC11846/2
6104;24000198;;;;3/BPD10435/4
6105;24000199;;;;3AL78848BA
6106;24000200;;PLACA;;3AL78830AD
6107;24000201;;PLACA;;3AL78817AA
6108;24000203;;PLACA;ERICSSON;ROJ 208 814/2
6109;24000204;;PLACA;ERICSSON;ROJ 208 815/2
6110;24000207;;RETIFICADOR;ERICSSON;BML353206/2
6111;24000208;;;;S30861-U2502-X
6112;24000209;;PLACA;;ROJ208304/1
6113;24000211;;;;BML231202/1
6114;24000212;;VENTILAÇÃO;;BFD50908/4
6115;24000213;;PLACA;;ROJ1192106/53
6116;24000214;;BASTIDOR;;3DB18485AAXX
6117;24000216;;;;FAZZ6233A
6118;24000729;;ROTEADOR;;FAN-MOD-6SHS=
6119;24000218;;PLACA;;S30861Q2052XD1
6120;24000220;;PLACA;;C111441.A2C
6121;24000221;;PLACA;ERICSSON;ROJ 208 368/10
6122;24000226;;;ERICSSON;ROJ208841/21
6123;24000227;;VENTILAÇÃO;NOKIA;BFB14012/1
6124;24000230;;;;T555800E1.16
6125;24000233;;;;T555800MB.00-A1
6126;24000238;;PLACA;NOKIA;3HE03607AA
6127;24000239;;VENTILAÇÃO;;BFD509083
6128;24000731;;;ERICSSON;BMG980326/1
6129;24000241;;PLACA;;BFB10987/1
6130;24000243;;FONTE;;BML353132/2
6131;24000244;;;NOKIA;083837A
6132;24000246;;;;ROA21957641
6133;24000250;;;;804-2982-G01
6134;24000251;;VENTILAÇÃO;;S30861-U2240-X-08
6135;24000732;;;;10033637
6136;24000253;;PLACA;;472233A
6137;24000258;;;;BFD508020/1
6138;24000259;;;ERICSSON;KRC115032/2
6139;24000260;;PLACA;;612-314/07
